-6.197299740051676054e-07 1.000008172716192023e+00
-5.174230182092287578e-07 1.000008172716192023e+00
5.095070036986726336e-07 1.000008172716192023e+00
6.411509960889816284e-02 5.870960484078912023e-01
8.138290047645568848e-02 3.215707324597960604e-01
9.748719632625579834e-02 4.909710627634488178e-01
1.099959984421730042e-01 5.424906802141052919e-01
1.340219974517822266e-01 2.862668484808932878e-01
1.358390003442764282e-01 4.067799115705278967e-01
1.495119929313659668e-01 3.618488446927615731e-01
1.915010064840316772e-01 3.418304632755072014e-01
1.935150027275085449e-01 2.177524506467220788e-01
2.038470059633255005e-01 2.756651228761308192e-01
2.170770019292831421e-01 1.825404024478159415e-01
2.391410022974014282e-01 3.334121352366388180e-01
2.411900013685226440e-01 2.433792946321999273e-01
2.563880085945129395e-01 2.645429484079618865e-01
2.579489946365356445e-01 3.344274355734220272e-01
2.710210084915161133e-01 3.276516085688261359e-01
2.838250100612640381e-01 2.448415468776109216e-01
2.954140007495880127e-01 3.114500480785726833e-01
3.048889935016632080e-01 2.983275972058710979e-01
3.173879981040954590e-01 2.721793523145107363e-01
3.253220021724700928e-01 1.316503926518640399e-01
3.376129865646362305e-01 1.835382123626412842e-01
3.557040095329284668e-01 2.095086150575748707e-01
3.636569976806640625e-01 2.178702444890400491e-01
3.802469968795776367e-01 1.160742727008557545e-01
4.091199934482574463e-01 1.236804793407700331e-01
4.174090027809143066e-01 1.966898064855878425e-01
4.192799925804138184e-01 2.343907780133244190e-01
4.332639873027801514e-01 2.594484465575958021e-01
4.439820051193237305e-01 3.350509305901422930e-01
4.561530053615570068e-01 2.519057463420222298e-01
4.732019901275634766e-01 1.090256064069953235e-01
4.801959991455078125e-01 1.791609701499042306e-01
4.846250116825103760e-01 1.529282684267327108e-01
4.902499914169311523e-01 2.021106645433282945e-01
4.978139996528625488e-01 2.654282839859732901e-01
5.081949830055236816e-01 2.904881043970142795e-01
5.157229900360107422e-01 2.517354144766960067e-01
5.282819867134094238e-01 2.696660533147939298e-01
5.390260219573974609e-01 1.007781774314233936e-01
5.504450201988220215e-01 2.898199346085427175e-01
5.655289888381958008e-01 2.979905968333763089e-01
5.786060094833374023e-01 2.645966888358330937e-01
5.846769809722900391e-01 2.587592128367799948e-01
6.084280014038085938e-01 3.151054730490699396e-01
6.101049780845642090e-01 2.886307023354877654e-01
6.265749931335449219e-01 1.871031209388561711e-01
6.433510184288024902e-01 1.555639904768924553e-01
6.501349806785583496e-01 2.664962662466545118e-01
6.590700149536132812e-01 2.241786418499543132e-01
6.728969812393188477e-01 3.245694847972054875e-01
6.758720278739929199e-01 1.950081883670427840e-01
6.823210120201110840e-01 2.882155328158778063e-01
6.910619735717773438e-01 3.005350571111395364e-01
7.026590108871459961e-01 1.272366870562706420e-01
7.106350064277648926e-01 1.061404898289830256e-01
7.190399765968322754e-01 2.890826321977312263e-01
7.253270149230957031e-01 7.197424562874547849e-02
7.429710030555725098e-01 2.925461606898273614e-01
7.567790150642395020e-01 3.365293472596246893e-01
7.647489905357360840e-01 2.210944056862335083e-01
7.781370282173156738e-01 3.133680139873876169e-01
7.870640158653259277e-01 2.180461462719667509e-01
7.927880287170410156e-01 3.048201687593493636e-01
8.036140203475952148e-01 3.082003261830960628e-01
8.150910139083862305e-01 2.732465873392112554e-01
8.212980031967163086e-01 2.617979522276085436e-01
8.343399763107299805e-01 2.907069871473417777e-01
8.517280220985412598e-01 2.469781541983281370e-01
8.673890233039855957e-01 2.730488595474598879e-01
8.716139793395996094e-01 2.051778159773251786e-01
8.756129741668701172e-01 2.419114830057265686e-01
8.846570253372192383e-01 2.804943491752430185e-01
8.905100226402282715e-01 2.063518411915553075e-01
8.999630212783813477e-01 2.905156433689328188e-01
9.069539904594421387e-01 2.941110710665311712e-01
9.176800251007080078e-01 2.309445162409786145e-01
9.247490167617797852e-01 1.250654105049997522e-01
9.291409850120544434e-01 3.553023903452152132e-01
9.473620057106018066e-01 2.960441288163798146e-01
9.541130065917968750e-01 7.309337765724958913e-02
9.587119817733764648e-01 3.033055748182711953e-01
9.629290103912353516e-01 2.817755510236177319e-01
9.683060050010681152e-01 2.876782888030038343e-01
9.752789735794067383e-01 3.081584721891270640e-01
9.807519912719726562e-01 1.617782594304513766e-01
9.843410253524780273e-01 2.899943354556447361e-01
1.006090044975280762e+00 3.161952245199568523e-01
1.010169982910156250e+00 2.851742536412422702e-01
1.030169963836669922e+00 2.812650302438617911e-01
1.041229963302612305e+00 3.692366789771898694e-01
1.043879985809326172e+00 3.382007408024516604e-01
1.052829980850219727e+00 2.998379343017217313e-01
1.061169981956481934e+00 2.727261399632327499e-01
1.071040034294128418e+00 2.240060285921832983e-01
1.075600028038024902e+00 2.833273486140488462e-01
1.079509973526000977e+00 2.810399609150134870e-01
1.095540046691894531e+00 3.240623692225247376e-01
1.097669959068298340e+00 3.801203342134709673e-01
1.102730035781860352e+00 2.483249116990828842e-01
1.109979987144470215e+00 2.188551044153676239e-01
1.120810031890869141e+00 2.665195550708425176e-01
1.133290052413940430e+00 3.020915842526658013e-01
1.143949985504150391e+00 1.647185868066031456e-01
1.148609995841979980e+00 2.631397223699368237e-01
1.154790043830871582e+00 2.858274038259330796e-01
1.162490010261535645e+00 2.479954461521491071e-01
1.167829990386962891e+00 1.517336848323688758e-01
1.180490016937255859e+00 3.336628484888724544e-01
1.184200048446655273e+00 2.714348905515669985e-01
1.203520059585571289e+00 2.414249649936462960e-01
1.204849958419799805e+00 3.322086480213246595e-01
1.211009979248046875e+00 2.501434773684975132e-01
1.222219944000244141e+00 3.216782492756646850e-01
1.224670052528381348e+00 3.481772513406123370e-01
