Xgen2g_56_210x70lammps.data (written by ASE)

6459	atoms
1	atom types
0.0	210	xlo xhi
0.0	70	ylo yhi
0.0	10	zlo zhi


Atoms

	310	1 98.1915581 18.2225588 5
	311	1 97.8103908 17.0207842 5
	312	1 122.356706 34.4820286 5
	313	1 123.745442 34.6100556 5
	314	1 124.271234 35.4681486 5
	315	1 124.171242 37.710604 5
	316	1 123.640181 36.6556502 5
	317	1 146.946596 49.6482417 5
	318	1 146.117186 50.5505148 5
	319	1 145.192682 48.0781431 5
	320	1 147.391691 47.4291077 5
	321	1 146.565737 48.3526756 5
	322	1 142.753599 55.5920808 5
	323	1 143.762977 54.6307354 5
	324	1 141.251943 53.972282 5
	325	1 142.183511 53.0569409 5
	326	1 146.333853 69.6808137 5
	327	1 136.096331 57.888192 5
	328	1 136.37406 60.4937878 5
	329	1 140.507962 56.1463907 5
	330	1 140.678632 57.1949984 5
	331	1 139.191002 55.5439708 5
	332	1 138.198685 56.3533291 5
	333	1 132.817168 60.1525649 5
	334	1 134.030503 60.7493746 5
	335	1 135.003001 58.6504313 5
	336	1 135.137544 59.9223938 5
	337	1 141.085817 59.8018118 5
	338	1 141.281171 60.8497298 5
	339	1 145.787653 58.8036095 5
	340	1 143.853667 68.7707851 5
	341	1 142.54504 68.245804 5
	342	1 141.70215 63.466913 5
	343	1 144.28511 64.0869194 5
	344	1 136.526172 61.6651667 5
	345	1 135.638976 63.7448576 5
	346	1 135.479174 62.534128 5
	347	1 135.191888 68.4689423 5
	348	1 134.74742 65.8548187 5
	349	1 135.99536 66.3845189 5
	350	1 136.205236 67.5984792 5
	351	1 133.829664 68.003979 5
	352	1 133.657588 66.7237954 5
	353	1 77.8222641 66.566402 5
	354	1 78.0260834 68.0403026 5
	355	1 95.4510378 21.1392964 5
	356	1 95.1461451 19.9929949 5
	357	1 97.7477251 20.6742942 5
	358	1 96.8722039 21.5822602 5
	359	1 97.1903417 19.2402582 5
	360	1 96.0590876 19.0141954 5
	361	1 108.988713 26.4224456 5
	362	1 109.799701 23.8224126 5
	363	1 95.7295316 26.1328686 5
	364	1 94.4684796 26.0081031 5
	365	1 93.6076943 26.8820246 5
	366	1 93.6998897 27.8265263 5
	367	1 91.4685439 12.3307076 5
	368	1 89.8333182 10.8621806 5
	369	1 91.0012959 11.088134 5
	370	1 94.8322884 11.7959622 5
	371	1 93.5809643 11.5785939 5
	372	1 94.4885803 14.0572297 5
	373	1 95.2754748 13.0850164 5
	374	1 93.1360913 13.7955959 5
	375	1 92.7052064 12.575933 5
	376	1 100.065713 5.86612211 5
	377	1 99.1454669 3.28096361 5
	378	1 101.018464 5.06383754 5
	379	1 98.7288365 5.49209354 5
	380	1 98.3714124 4.22750843 5
	381	1 101.64435 7.72330876 5
	382	1 102.485671 7.09512012 5
	383	1 109.149205 4.87035856 5
	384	1 108.0981 4.44341579 5
	385	1 106.949786 5.26997021 5
	386	1 107.843269 3.05567846 5
	387	1 108.923432 2.24605498 5
	388	1 107.53596 0.427184823 5
	389	1 108.66346 0.826747491 5
	390	1 102.465847 3.46564407 5
	391	1 99.9405346 3.26582306 5
	392	1 101.051827 4.47357557 5
	393	1 156.223276 34.3625759 5
	394	1 166.464479 35.9670479 5
	395	1 172.661187 38.6564268 5
	396	1 173.874497 39.2994673 5
	397	1 172.824119 41.3447202 5
	398	1 173.939593 40.629802 5
	399	1 162.92677 22.140845 5
	400	1 163.055602 23.4750305 5
	401	1 164.233951 24.0163298 5
	402	1 165.552711 25.8847537 5
	403	1 166.869535 27.7452536 5
	404	1 165.684334 27.2117255 5
	405	1 169.746548 21.5699501 5
	406	1 171.834295 31.220924 5
	407	1 179.871175 40.9417398 5
	408	1 178.660226 40.3640064 5
	409	1 181.018179 40.0538334 5
	410	1 176.154813 36.5377844 5
	411	1 176.229491 39.2136585 5
	412	1 174.970024 37.2825565 5
	413	1 175.023098 38.5548756 5
	414	1 172.626164 37.383146 5
	415	1 173.809633 36.6301332 5
	416	1 171.383874 36.669563 5
	417	1 129.800915 1.2205813 5
	418	1 132.232196 2.23388276 5
	419	1 133.13549 0.132501098 5
	420	1 131.030577 0.438116552 5
	421	1 132.076656 0.886433976 5
	422	1 128.926818 6.84848123 5
	423	1 126.622694 8.06950742 5
	424	1 128.490617 3.13080632 5
	425	1 128.480661 4.18325268 5
	426	1 129.828599 2.28840848 5
	427	1 130.957741 3.03388167 5
	428	1 131.156167 8.26276185 5
	429	1 130.016387 6.23739965 5
	430	1 131.168938 6.8550293 5
	431	1 132.249881 6.24554109 5
	432	1 132.240608 4.85757579 5
	433	1 130.982855 4.19539698 5
	434	1 130.026221 4.87022427 5
	435	1 122.807658 9.60182274 5
	436	1 122.181571 7.10700075 5
	437	1 123.345544 8.06245066 5
	438	1 126.084242 19.5054436 5
	439	1 128.816363 10.8733538 5
	440	1 130.004574 10.2071724 5
	441	1 127.641198 9.96118889 5
	442	1 127.716492 8.91643067 5
	443	1 130.029114 8.87526679 5
	444	1 128.960537 8.24518161 5
	445	1 135.288104 22.5999979 5
	446	1 134.163745 23.327966 5
	447	1 158.383495 22.5924233 5
	448	1 163.836858 17.4007227 5
	449	1 158.23306 19.9343463 5
	450	1 158.103132 18.5824444 5
	451	1 156.459592 26.9143997 5
	452	1 163.426826 27.4500347 5
	453	1 163.287749 26.1057442 5
	454	1 163.882587 31.5159036 5
	455	1 163.76074 30.0654247 5
	456	1 164.7675 29.350787 5
	457	1 164.920037 17.9333156 5
	458	1 167.279309 19.114682 5
	459	1 169.507623 18.9562489 5
	460	1 160.110837 7.52046857 5
	461	1 161.038678 5.36639324 5
	462	1 159.970814 6.06925711 5
	463	1 165.406013 5.02884151 5
	464	1 147.284611 19.9780404 5
	465	1 137.4153 21.0681038 5
	466	1 138.391188 20.464592 5
	467	1 154.766766 20.9555896 5
	468	1 155.924518 20.1612118 5
	469	1 157.079184 20.7094394 5
	470	1 157.22132 22.0680819 5
	471	1 154.046067 18.4436896 5
	472	1 152.719266 22.7537551 5
	473	1 155.418028 26.4658291 5
	474	1 155.985904 33.0797029 5
	475	1 112.505464 3.70554415 5
	476	1 113.571251 4.19848597 5
	477	1 112.327219 2.32656947 5
	478	1 113.163681 1.65057971 5
	479	1 127.395647 13.6131804 5
	480	1 128.455202 15.5515271 5
	481	1 128.495488 14.4393548 5
	482	1 119.88669 6.63776577 5
	483	1 118.591843 7.2716763 5
	484	1 121.034366 7.59811997 5
	485	1 125.406688 0.489920902 5
	486	1 121.844912 3.69992618 5
	487	1 122.442585 5.87668147 5
	488	1 121.59836 5.03402823 5
	489	1 121.539574 1.58247585 5
	490	1 122.851299 1.23794855 5
	491	1 66.1434725 56.064135 5
	492	1 64.839597 56.4471359 5
	493	1 69.3273468 57.4654415 5
	494	1 68.3521105 56.6806537 5
	495	1 67.8212661 59.363284 5
	496	1 69.0650527 59.0047074 5
	497	1 66.811472 58.1953029 5
	498	1 67.1451619 57.0515207 5
	499	1 66.4626206 54.7856458 5
	500	1 67.6539542 54.4227725 5
	501	1 67.9504515 52.9850161 5
	502	1 70.7923477 55.5968853 5
	503	1 69.8382117 54.8505835 5
	504	1 72.054371 55.1607509 5
	505	1 72.2560817 53.7497567 5
	506	1 80.2111732 67.7975699 5
	507	1 80.1681378 66.5189878 5
	508	1 85.0733213 68.2532211 5
	509	1 86.9890696 68.2299937 5
	510	1 87.92826 59.526524 5
	511	1 89.6794308 64.6972043 5
	512	1 130.531926 40.4740751 5
	513	1 120.389522 46.374234 5
	514	1 121.506078 47.3321167 5
	515	1 123.765054 46.992064 5
	516	1 122.890579 46.5235213 5
	517	1 120.349499 35.0743867 5
	518	1 119.569814 35.8607824 5
	519	1 119.950169 37.2623342 5
	520	1 121.693055 35.2811037 5
	521	1 121.545324 37.3861659 5
	522	1 122.113341 36.5710424 5
	523	1 77.2906502 50.4389087 5
	524	1 79.3181971 52.0808104 5
	525	1 77.0764919 51.8006536 5
	526	1 78.1200553 52.5955656 5
	527	1 85.5629088 59.1589011 5
	528	1 86.8284353 58.5597099 5
	529	1 80.999764 50.2349735 5
	530	1 78.8038309 48.6605814 5
	531	1 79.4529971 50.7974092 5
	532	1 78.5549685 50.0164697 5
	533	1 83.1536477 50.7563528 5
	534	1 81.6431143 50.8896334 5
	535	1 80.5081316 43.075495 5
	536	1 78.2831692 44.0362486 5
	537	1 78.8692857 42.9029564 5
	538	1 77.1978228 64.035449 5
	539	1 69.9942655 61.0188875 5
	540	1 70.0084274 59.7212867 5
	541	1 73.796406 59.1433174 5
	542	1 71.5079339 57.7782051 5
	543	1 71.4314422 59.0761744 5
	544	1 72.4390492 59.8409782 5
	545	1 78.3924743 62.267057 5
	546	1 77.2061415 61.3946369 5
	547	1 77.3467268 60.2630164 5
	548	1 80.3855611 52.8463017 5
	549	1 81.3613754 52.4361663 5
	550	1 77.5695664 57.636929 5
	551	1 75.6992599 53.5992907 5
	552	1 75.8918543 52.2553644 5
	553	1 73.4718285 53.3077608 5
	554	1 74.4784116 54.0855064 5
	555	1 206.402273 62.6920057 5
	556	1 206.117263 61.4628874 5
	557	1 194.155965 60.657133 5
	558	1 204.494193 65.9214203 5
	559	1 204.100536 63.2425664 5
	560	1 205.607631 64.9081397 5
	561	1 205.314048 63.6766303 5
	562	1 181.942543 69.3051549 5
	563	1 175.09901 41.2178255 5
	564	1 176.277292 40.4467539 5
	565	1 177.515404 41.1573796 5
	566	1 181.368034 42.7354583 5
	567	1 183.972176 43.4552065 5
	568	1 177.801384 46.1643248 5
	569	1 179.375961 46.0985938 5
	570	1 179.925272 44.7893175 5
	571	1 168.718159 60.7592534 5
	572	1 168.719846 59.4655041 5
	573	1 167.632475 58.7742534 5
	574	1 166.413894 59.4247211 5
	575	1 166.391086 60.7658572 5
	576	1 167.446763 61.4331089 5
	577	1 175.839136 48.9367727 5
	578	1 173.791386 47.29042 5
	579	1 176.068965 47.3125944 5
	580	1 175.264889 46.6920409 5
	581	1 173.808719 48.8063052 5
	582	1 174.655199 49.3424382 5
	583	1 173.56166 51.4683032 5
	584	1 174.574832 50.9544609 5
	585	1 178.719868 69.2426568 5
	586	1 181.219808 69.4640749 5
	587	1 180.109286 68.520628 5
	588	1 178.86369 66.6319278 5
	589	1 180.162692 67.4637476 5
	590	1 180.513551 61.087445 5
	591	1 180.93925 62.7126737 5
	592	1 180.660989 56.5886196 5
	593	1 180.825752 59.3122749 5
	594	1 171.20985 55.5350542 5
	595	1 178.279072 56.8113309 5
	596	1 178.387728 59.5243785 5
	597	1 179.479921 57.4320105 5
	598	1 179.593133 58.6949721 5
	599	1 175.322238 68.5612609 5
	600	1 174.09487 69.2520334 5
	601	1 166.136895 68.7955031 5
	602	1 184.100845 54.0482187 5
	603	1 184.819011 51.6793993 5
	604	1 183.636856 52.5850254 5
	605	1 181.923503 63.0059523 5
	606	1 162.562301 66.8537304 5
	607	1 161.435791 67.5872119 5
	608	1 163.79015 67.4983057 5
	609	1 161.640413 69.0842977 5
	610	1 160.266713 67.1180356 5
	611	1 157.603605 66.5871424 5
	612	1 151.068831 61.5367991 5
	613	1 150.677935 58.9051001 5
	614	1 152.220907 60.5652223 5
	615	1 151.966167 59.3643666 5
	616	1 152.430273 63.2341188 5
	617	1 151.321533 62.7666985 5
	618	1 163.882968 64.8265743 5
	619	1 161.48792 64.8030003 5
	620	1 162.53171 65.4971448 5
	621	1 154.571985 60.1164126 5
	622	1 153.376111 61.049896 5
	623	1 154.699419 62.8185204 5
	624	1 153.617445 62.3464317 5
	625	1 159.478504 63.0018727 5
	626	1 159.532678 60.3587639 5
	627	1 145.298927 56.215253 5
	628	1 144.985318 54.9975359 5
	629	1 145.94958 54.0550789 5
	630	1 147.207481 54.4008838 5
	631	1 151.560015 53.1718075 5
	632	1 151.055582 55.457761 5
	633	1 151.378492 56.7509054 5
	634	1 153.189993 54.8070218 5
	635	1 151.972509 54.5448963 5
	636	1 152.978292 58.4110478 5
	637	1 154.341223 58.8556642 5
	638	1 155.348494 57.8958401 5
	639	1 152.689862 57.1349385 5
	640	1 154.69743 56.4161011 5
	641	1 153.657915 56.1993346 5
	642	1 169.048615 36.8527236 5
	643	1 170.253449 37.4205852 5
	644	1 161.691296 37.587773 5
	645	1 161.517953 36.2102203 5
	646	1 161.955616 35.7202768 5
	647	1 160.72134 38.3897502 5
	648	1 157.482336 44.9484989 5
	649	1 157.934404 46.3528108 5
	650	1 156.960381 47.2768774 5
	651	1 157.303438 48.5982906 5
	652	1 158.65961 48.9783042 5
	653	1 158.602626 58.5425886 5
	654	1 156.095345 57.9950111 5
	655	1 157.043521 59.3248046 5
	656	1 161.894616 59.1875017 5
	657	1 160.77057 58.514037 5
	658	1 167.654334 57.477078 5
	659	1 166.533356 56.7649242 5
	660	1 166.571012 55.4925379 5
	661	1 168.873158 56.811142 5
	662	1 171.068472 60.7311279 5
	663	1 172.090287 61.4113075 5
	664	1 169.762101 61.4329508 5
	665	1 169.777514 62.7283365 5
	666	1 164.081832 60.7333864 5
	667	1 165.16022 61.3965536 5
	668	1 165.147316 62.7908772 5
	669	1 163.87656 63.4179795 5
	670	1 172.326534 57.5370018 5
	671	1 172.321845 58.7652642 5
	672	1 173.527154 56.8365356 5
	673	1 174.421599 62.6809074 5
	674	1 140.155223 10.926322 5
	675	1 140.218285 12.2707489 5
	676	1 139.067052 12.9624598 5
	677	1 137.932212 12.3527188 5
	678	1 145.810316 14.0345609 5
	679	1 146.916256 14.5913558 5
	680	1 151.380758 10.8126519 5
	681	1 152.506645 10.0815796 5
	682	1 150.1367 10.0388623 5
	683	1 155.870076 10.520831 5
	684	1 154.754883 9.97753045 5
	685	1 153.647331 10.6881576 5
	686	1 147.143395 7.74993134 5
	687	1 144.692744 6.62542745 5
	688	1 143.53301 8.70730858 5
	689	1 143.644216 10.0696292 5
	690	1 144.824785 7.94904293 5
	691	1 145.770042 8.47891167 5
	692	1 159.157302 9.6693619 5
	693	1 158.050026 10.3457554 5
	694	1 160.328724 14.2695031 5
	695	1 157.777967 6.30559614 5
	696	1 156.846158 8.41957498 5
	697	1 157.917535 7.72044464 5
	698	1 152.859543 4.24086084 5
	699	1 148.199193 5.55043677 5
	700	1 146.994328 6.36756496 5
	701	1 145.882419 5.82906149 5
	702	1 147.925443 4.12972333 5
	703	1 144.036657 0.0260021532 5
	704	1 143.044282 0.834572919 5
	705	1 145.279214 0.515767368 5
	706	1 143.209039 2.14025597 5
	707	1 140.95719 2.40443429 5
	708	1 139.91435 3.17281449 5
	709	1 142.304897 4.22656069 5
	710	1 142.160303 2.92273361 5
	711	1 140.025746 4.43162275 5
	712	1 141.176296 5.00878186 5
	713	1 190.216022 7.30690461 5
	714	1 206.186757 41.0138741 5
	715	1 208.788459 41.0970396 5
	716	1 193.612123 32.0731969 5
	717	1 201.182271 39.1261406 5
	718	1 195.840787 44.5251159 5
	719	1 193.253767 42.1478324 5
	720	1 194.471794 42.6954083 5
	721	1 194.62742 43.927704 5
	722	1 192.127003 42.9929688 5
	723	1 193.445896 44.8094381 5
	724	1 192.324564 44.3081792 5
	725	1 191.869262 40.3396163 5
	726	1 189.384856 39.3702611 5
	727	1 190.508946 38.5108264 5
	728	1 191.670563 38.9559941 5
	729	1 187.538827 43.6664487 5
	730	1 190.967033 42.4898418 5
	731	1 190.767987 41.1675469 5
	732	1 189.605549 40.6768053 5
	733	1 189.832664 43.336139 5
	734	1 188.473217 41.5467141 5
	735	1 188.662131 42.8156967 5
	736	1 187.988337 37.6806131 5
	737	1 192.044593 32.9602526 5
	738	1 192.013272 33.9998418 5
	739	1 176.593308 51.1079091 5
	740	1 176.769246 49.5877846 5
	741	1 177.940046 49.1991972 5
	742	1 181.560311 53.4590628 5
	743	1 182.858126 52.3566161 5
	744	1 182.19848 50.9766784 5
	745	1 176.96699 53.6596346 5
	746	1 177.047971 54.8566234 5
	747	1 178.219797 55.4763157 5
	748	1 179.328462 54.7808534 5
	749	1 209.691433 43.5538844 5
	750	1 208.104928 42.7718636 5
