LAMMPS data file via write_data, version 8 Feb 2023, timestep = 400000

6459 atoms
1 atom types

-7.7345425670859935 217.73454256708615 xlo xhi
-2.373909335490487 72.37390933549172 ylo yhi
0 500 zlo zhi

Masses

1 12.0107

Atoms # atomic

5700 1 10.260295296512936 -1.2053474339081538 246.7440201913996 0 0 0
4900 1 8.027356487565768 -1.517374489295176 248.02237486030864 0 0 0
5701 1 13.114209322923825 -1.5180984003364906 248.35151343264317 0 0 0
5702 1 6.860643541395211 0.04971547420874838 248.78834608770947 0 0 0
5703 1 8.09872507251862 -0.15448039695935345 248.25921577714274 0 0 0
5705 1 9.239381922480963 0.587187218005475 248.09899299283865 0 0 0
5698 1 10.346052387318752 -0.0952635197408564 247.47055785811227 0 0 0
5699 1 11.499149925442621 0.4026416811122146 248.0278951359807 0 0 0
295 1 -7.199925292475206 13.13354620790644 247.93370047182572 0 0 0
296 1 -7.707266201230409 11.849416902542288 248.4382935305367 0 0 0
1694 1 -5.7696326844895305 13.458512824471276 248.09753214720666 0 0 0
1687 1 -7.595073528261707 15.474241438989619 247.1073769768536 0 0 0
1686 1 -6.228647383872019 15.82876141464863 247.3849560117429 0 0 0
1692 1 -5.308389360660315 14.780587326540967 247.7963890757481 0 0 0
1689 1 -3.891326342735338 15.108713128575104 248.0084612318432 0 0 0
1685 1 -5.801609144351119 17.21224225614198 247.2739403674437 0 0 0
2594 1 -4.449125556688392 17.519912592539917 247.63015151811751 0 0 0
2591 1 -3.4775035169713058 16.467301224380915 248.0610729611223 0 0 0
1688 1 -6.75201243147214 18.23734350201659 246.9956560502083 0 0 0
2595 1 -4.0223092639608335 18.872433499532974 247.7507439446015 0 0 0
2596 1 -2.6792631112146146 19.297460861511873 248.17419169230024 0 0 0
841 1 -7.344749573899886 20.625961193837316 247.10799621586642 0 0 0
840 1 -6.347161285249725 19.607481205565755 247.18940225711793 0 0 0
1674 1 -5.017391315854397 19.9683440969915 247.56730973583382 0 0 0
1675 1 -7.019964434502805 22.018310507693812 247.46338913872003 0 0 0
1678 1 -5.6847696511969765 22.334581223875748 247.83430873151053 0 0 0
1680 1 -4.695837703176776 21.282552149249625 247.90079068435526 0 0 0
1679 1 -3.3386348975888014 21.644080685099276 248.30594093835543 0 0 0
1677 1 -5.393902261373139 23.704182264868415 248.20057276915654 0 0 0
1676 1 -6.471641892265207 24.696446777886134 248.29356105351275 0 0 0
4801 1 29.68218126953028 33.365491064556224 248.33833519385365 0 0 0
5164 1 -7.637981713074462 -2.1764931354498542 249.37297968314778 0 1 0
2813 1 -6.259531632338026 -1.7388733788743 249.45795236280165 0 0 0
5945 1 -3.802911176100455 -2.222261887460335 249.65974956290287 0 1 0
2589 1 -1.0648416375518746 -1.2987196176627949 249.73778133343782 0 0 0
1532 1 1.4001231144376973 -1.7731129201678442 249.60868651538453 0 0 0
1533 1 0.3189745723428715 -0.7939908161532855 249.71763932639868 0 0 0
3756 1 2.7981330422212785 -1.3062649666253192 249.55093991403496 0 0 0
5232 1 3.8003110932096638 -2.3155632869921643 249.30684642340904 0 1 0
3755 1 5.129478225890042 -1.8399097795915254 248.99996562051896 0 0 0
4901 1 14.1502873511408 -1.16298996163357 249.18994565671 0 0 0
2815 1 -7.0473877119662225 0.6146617853010461 249.4451351469357 0 0 0
2814 1 -5.944691458675812 -0.32887936282822583 249.4708628474668 0 0 0
2587 1 -4.628164828290658 0.1481984140906451 249.70287222513616 0 0 0
2588 1 -3.5208526495026664 -0.7945208255394818 249.70505213116488 0 0 0
2590 1 -2.1796222500127773 -0.3688697266454668 249.72704553074004 0 0 0
1531 1 0.5697225366734884 0.6561157567227197 249.70702800822679 0 0 0
3754 1 3.1164142127987122 0.12431585816907514 249.48020318194227 0 0 0
3752 1 5.50194183642518 -0.2571825073348192 249.03557701137177 0 0 0
4902 1 14.328743303071064 0.2530289490656305 249.65889755249736 0 0 0
5056 1 -6.8028338702559745 2.021718566812345 249.73231790680174 0 0 0
2812 1 -4.347275005098381 1.5313207398667934 249.88840007623457 0 0 0
2600 1 2.009278350635792 1.1721374262359554 249.54944515479775 0 0 0
3753 1 4.444813747689518 0.7961832256149699 249.30176631747094 0 0 0
6133 1 9.51582034897755 1.7756086002783908 248.81397901417043 0 0 0
6136 1 10.880384320751572 2.1862942675107693 249.2213189137708 0 0 0
5696 1 12.032163093038955 1.2296036676097293 248.98635872661256 0 0 0
5697 1 13.3215316867852 1.3235880267422087 249.56863635510166 0 0 0
5057 1 -5.445111069119336 2.446683777114189 249.96958470334917 0 0 0
2606 1 2.2556323861759493 2.650344361967695 249.6770570172363 0 0 0
2599 1 4.6096018873529925 2.293315224463545 249.2940126504514 0 0 0
